Id,bikes
549,17.88716066
550,20.29012118
551,15.45937145
552,12.19240626
553,21.86531842
554,14.28525587
555,11.37611466
556,7.849204151
557,10.31732477
558,22.3407873
559,18.05105425
560,15.97342314
561,8.317584284
562,6.535767897
563,12.10789249
564,6.397535368
565,19.61992807
566,17.03351717
567,20.46205465
568,16.45924834
569,17.05825385
570,16.28219715
571,11.32751155
572,7.504457238
573,10.25184932
574,5.482555712
575,7.891248414
576,7.520210585
577,10.51196544
578,12.45911734
579,11.92139813
580,8.463658153
581,8.787744923
582,9.781706538
583,13.05247506
584,7.17748734
585,3.368394738
586,4.433991657
587,14.05324777
588,6.655283743
589,5.567472087
590,0.578280972
591,3.683411149
592,6.472566816
593,6.53203338
594,6.882343109
595,8.206763123
596,8.979703364
597,13.22908936
598,8.20055919
599,9.368523889
600,11.64294539
601,5.935416855
602,4.104365888
603,4.544071343
604,2.553925938
605,11.3942333
606,6.185711967
607,13.52603252
608,11.66520297
609,6.247238018
610,9.477139603
611,1.506885001
612,10.71576668
613,7.309620494
614,3.663072517
615,9.670448619
616,3.12670239
617,11.32618454
618,14.12727035
619,7.206707558
620,1.565229732
621,6.967944339
622,7.133789034
623,11.27342667
624,6.04352878
625,9.192682257
626,5.468356062
627,3.38564256
628,12.59361318
629,11.96582533
630,7.686541247
631,12.7404099
632,17.6834683
633,11.68063691
634,3.369984975
635,16.59639678
636,17.97713584
637,7.785513376
638,4.576372986
639,13.63793656
640,14.4760947
641,6.73245992
642,15.81573155
643,11.2709242
644,5.165882979
645,0.788774236
646,2.798364691
647,12.48416869
648,15.80241854
649,6.233155987
650,9.686339975
651,9.816066072
652,11.59612224
653,16.38030764
654,9.633578462
655,10.90566404
656,16.00920207
657,10.67778804
658,2.888453631
659,14.6577344
660,4.025060113
661,5.633976421
662,3.977385444
663,8.180729906
664,6.108443956
665,4.543735794
666,3.959373525
667,8.605598436
668,3.890313924
669,6.055419981
670,3.597282897
671,4.724974111
672,4.940133349
673,8.288534748
674,11.08586839
675,4.834488724
676,1.960219315
677,7.144121995
678,5.968783955
679,8.336714564
680,11.43508109
681,7.679693152
682,7.976731785
683,3.76510134
684,3.421462931
685,5.033348121
686,8.473555289
687,4.935052461
688,5.309076267
689,8.089594654
690,8.836472442
691,10.20552138
692,14.20856159
693,5.934963963
694,16.03658866
695,8.069489169
696,16.88580869
697,5.273453159
698,8.568138018
699,14.19628829
700,4.819025509
701,8.651257545
702,5.236512979
703,2.006176414
704,16.59801471
705,6.849792552
706,14.02011749
707,13.7025868
708,16.49658542
709,3.402114867
710,1.386817729
711,5.559243069
712,5.030256258
713,15.79601876
714,14.14710071
715,17.91437432
716,8.458928903
717,5.748929235
718,5.372857638
719,13.76894798
720,10.61369674
721,10.22541834
722,6.54423989
723,9.581504654
724,4.862874745
725,5.796110071
726,4.600504081
727,12.79169992
728,6.538150523
729,7.524638801
730,8.803657767
731,8.282104126
732,6.615755162
733,1.222462451
734,6.084101848
735,5.100127387
736,8.972044919
737,2.612815835
738,9.456883144
739,6.407935786
740,5.724325167
741,5.297470109
742,5.495501648
743,4.648595456
744,4.348107049
745,11.06466061
746,6.444979863
747,1.934506008
748,11.0647572
749,-0.148260416
750,9.325261851
751,14.56101423
752,20.70223214
753,6.152933471
754,14.21556758
755,16.37176418
756,18.19326301
757,10.98145925
758,9.693980342
759,19.42584836
760,10.02282906
761,13.11768414
762,11.85625628
763,10.2528695
764,10.91581389
765,6.129059481
766,22.18401291
767,3.474139117
768,11.80009987
769,12.73578834
770,18.99595407
771,21.42574626
772,9.613780657
773,20.19017659
774,17.03263251
775,16.67696259
776,11.92577411
777,6.890682525
778,17.9373027
779,13.21997769
780,18.93608946
781,11.12138669
782,6.359839247
783,13.86530274
784,8.43863878
785,9.613896787
786,13.49137064
787,10.60439405
788,13.02156629
789,5.950797741
790,10.94328759
791,5.838320652
792,6.288363531
793,4.422724912
794,10.01623099
795,12.57748616
796,9.920266871
797,12.12991656
798,9.291097953
799,6.750471672
800,9.398660314
801,5.95404522
802,7.37490279
803,6.858624993
804,9.108766052
805,10.32299168
806,11.68751035
807,8.654335033
808,10.56285043
809,11.27169734
810,3.667074217
811,6.505555578
812,4.127859817
813,12.64482035
814,0.644817638
815,2.044249992
816,5.259927904
817,0.161127308
818,10.70300184
819,5.299423248
820,9.667105726
821,6.315781691
822,5.210212435
823,8.585784222
824,-0.539296785
825,6.815524688
826,11.58136014
827,7.304729858
828,6.650391885
829,5.914181351
830,12.87870449
831,7.32239029
832,9.565999336
833,7.393276658
834,11.35224029
835,15.36921344
836,4.111939773
837,6.004275595
838,7.388382562
839,3.649504299
840,5.285370362
841,13.06255775
842,16.18066305
843,7.888919324
844,3.065009686
845,15.80327618
846,3.356643384
847,8.939398486
848,12.59270533
849,9.16072991
850,11.02980354
851,8.602100204
852,14.36021158
853,13.38996098
854,13.56617744
855,13.90877893
856,4.333045265
857,15.27787405
858,14.49920961
859,10.34550123
860,11.40828483
861,7.127859322
862,10.18900646
863,5.983293871
864,16.89251597
865,12.60800616
866,9.350797788
867,9.45839593
868,2.511199654
869,10.00419189
870,5.055619858
871,17.82101562
872,3.152935245
873,8.880904436
874,7.611432099
875,15.411918
876,21.05709677
877,10.11066386
878,23.60164965
879,10.30266985
880,8.473069987
881,-1.163662086
882,11.94993444
883,21.99728473
884,2.275180026
885,23.76849589
886,4.590737253
887,11.05034958
888,19.55720337
889,24.66097204
890,21.51268658
891,18.26736607
892,17.79909328
893,19.70152538
894,16.42256165
895,11.7283637
896,19.99756131
897,12.31243638
898,24.95063808
899,23.1169306
900,10.89235103
901,-0.1017079
902,12.80453446
903,0.4065942
904,7.79650666
905,5.037226834
906,2.415221855
907,14.68335692
908,-1.420535503
909,0.865828695
910,13.63757823
911,1.221635514
912,5.162236596
913,0.120502555
914,4.632409602
915,11.77774109
916,3.299403852
917,4.647541706
918,12.20827516
919,12.33346915
920,6.700210085
921,12.60159854
922,12.96687814
923,3.888378391
924,5.827194866
925,4.622070595
926,16.03699767
927,3.007106596
928,4.527863098
929,2.728904625
930,7.339132683
931,7.287959391
932,2.817063276
933,10.07802913
934,4.168956566
935,11.39481265
936,8.106007633
937,9.728342741
938,9.659546518
939,3.84017745
940,3.931265955
941,2.273822675
942,5.616131979
943,1.560152181
944,6.885611655
945,5.251620536
946,6.475966499
947,10.66822649
948,4.207890782
949,11.74557234
950,3.451013121
951,8.592998955
952,8.882676249
953,7.390292974
954,9.302194399
955,7.203889349
956,4.043382765
957,5.707817067
958,4.882551747
959,7.038932363
960,6.4835692
961,11.44177608
962,23.25127061
963,-0.486438701
964,28.36227759
965,31.10096824
966,16.80936021
967,35.75065966
968,14.18192929
969,33.48128074
970,1.653106916
971,32.22949378
972,2.077613063
973,15.17458661
974,31.79373865
975,12.86272906
976,6.837081686
977,0.775517635
978,18.34284468
979,1.090942359
980,18.17749248
981,26.86203485
982,16.85076519
983,5.02915133
984,18.48050963
985,19.57553815
986,13.90464508
987,17.20790779
988,3.023962451
989,21.8599482
990,10.56179425
991,2.407333164
992,8.625693201
993,10.81289823
994,5.012188126
995,12.41902515
996,11.6890268
997,13.35088128
998,7.295969248
999,6.325849227
1000,4.711300059
1001,12.21478313
1002,7.77009089
1003,0.616457164
1004,8.227195467
1005,17.18953254
1006,5.191753345
1007,6.376076625
1008,7.02439511
1009,7.142891142
1010,9.12119738
1011,4.821922358
1012,12.25989668
1013,12.46547743
1014,11.28401809
1015,4.170095748
1016,8.467724673
1017,1.553355336
1018,7.534186452
1019,10.13846062
1020,9.632686755
1021,11.82933748
1022,8.461512622
1023,7.849679097
1024,8.528575892
1025,5.393067059
1026,6.48109937
1027,5.507320228
1028,10.9376574
1029,-1.989664836
1030,5.093323576
1031,9.124063213
1032,10.96692315
1033,11.70906476
1034,0.287951204
1035,10.97078277
1036,4.842415566
1037,6.305617569
1038,11.72649324
1039,7.903404452
1040,13.21003543
1041,8.52541268
1042,10.19424995
1043,4.478091489
1044,11.22419134
1045,10.28881359
1046,6.239644214
1047,11.29783621
1048,10.74801938
1049,12.07218823
1050,12.70270951
1051,5.457884108
1052,6.073908991
1053,5.558536366
1054,3.778904351
1055,4.361665387
1056,5.505091507
1057,5.350603979
1058,6.770024906
1059,9.989015285
1060,7.723288295
1061,5.607773563
1062,8.115983748
1063,4.11058668
1064,8.930590542
1065,2.925645581
1066,7.17891037
1067,2.794095711
1068,3.157481227
1069,4.414480902
1070,4.639134826
1071,1.520449888
1072,3.967066041
1073,5.601122429
1074,7.212715594
1075,6.122598235
1076,3.730789633
1077,7.267727114
1078,1.691937977
1079,4.322717867
1080,5.082287758
1081,4.250390269
1082,15.23187587
1083,13.49004992
1084,7.903702669
1085,3.630339854
1086,0.356267887
1087,9.822129977
1088,3.322772287
1089,11.92792168
1090,9.563818851
1091,11.80278464
1092,-0.375384652
1093,3.12910225
1094,2.424540884
1095,2.79686434
1096,1.044948779
1097,6.970359969
1098,10.19265923
1099,11.03083746
1100,6.289314001
1101,10.44076085
1102,3.52075084
1103,5.328678954
1104,5.826422178
1105,13.4005825
1106,8.680829975
1107,1.014554759
1108,8.088665725
1109,9.518105593
1110,0.989128013
1111,3.694459742
1112,0.876998658
1113,3.177643363
1114,5.146710684
1115,3.014718603
1116,0.956787457
1117,6.065555793
1118,3.812299539
1119,1.909201796
1120,5.644758215
1121,3.216095274
1122,5.195031553
1123,3.631101804
1124,7.590407082
1125,2.816526107
1126,4.206823663
1127,4.190076517
1128,3.342740061
1129,5.549974764
1130,7.786626151
1131,4.038386504
1132,6.637458034
1133,5.653867189
1134,2.768982245
1135,5.264093968
1136,4.262759636
1137,8.625069572
1138,3.197809717
1139,5.636766784
1140,2.374540717
1141,5.001279259
1142,4.798572133
1143,11.64310653
1144,3.792913615
1145,6.352493018
1146,13.18086765
1147,11.49501361
1148,6.200432369
1149,6.838368822
1150,9.163393751
1151,4.808174282
1152,7.839025577
1153,5.729240415
1154,4.388409065
1155,10.7337112
1156,9.635599782
1157,3.409088205
1158,6.520454679
1159,16.7979095
1160,9.078191352
1161,8.814054091
1162,8.632969686
1163,4.877055384
1164,10.66621542
1165,11.57377019
1166,11.65505147
1167,3.519453485
1168,11.62661797
1169,11.36205942
1170,11.73770478
1171,6.856968283
1172,3.678487234
1173,5.334833525
1174,9.987698476
1175,2.166487047
1176,4.482274738
1177,5.927893482
1178,6.08397226
1179,11.49324316
1180,6.536492365
1181,3.251744985
1182,-0.055363494
1183,16.28104618
1184,4.965659866
1185,7.217038306
1186,17.67987723
1187,9.933310637
1188,13.73258255
1189,7.715455421
1190,12.09531465
1191,10.6794056
1192,7.238379748
1193,6.769076263
1194,14.09296805
1195,8.726514766
1196,6.913644951
1197,8.747486564
1198,6.306596893
1199,4.987605221
1200,3.803772784
1201,5.811307328
1202,6.299661338
1203,6.44341048
1204,6.923419285
1205,9.96030089
1206,7.248804012
1207,12.40016125
1208,6.542864927
1209,7.463800083
1210,5.666052602
1211,6.273719341
1212,8.971802732
1213,11.55662609
1214,7.193536983
1215,3.992485657
1216,8.751441662
1217,10.59647704
1218,7.788459962
1219,6.715299745
1220,4.209920343
1221,5.879278838
1222,7.054110132
1223,5.883353688
1224,6.118233796
1225,4.608242828
1226,6.2308872
1227,6.909874839
1228,8.283733967
1229,5.725859755
1230,7.557066692
1231,8.20366238
1232,9.632971707
1233,10.80545802
1234,10.4747239
1235,9.776834239
1236,8.342436881
1237,11.06016821
1238,5.168455222
1239,10.53021621
1240,8.078936775
1241,5.144333383
1242,9.874108591
1243,3.477639313
1244,4.424047704
1245,10.57075761
1246,3.202733474
1247,9.737818485
1248,10.19068111
1249,8.583882562
1250,5.445936567
1251,10.0168649
1252,7.38279384
1253,9.425598047
1254,10.93514782
1255,2.543802115
1256,1.639038333
1257,2.882054904
1258,7.288085836
1259,8.10485268
1260,8.060048529
1261,7.991649345
1262,8.71914174
1263,4.234506174
1264,3.000453314
1265,12.41341137
1266,9.592500407
1267,3.257850453
1268,12.59215369
1269,10.4651095
1270,7.929320377
1271,5.199751582
1272,9.114977127
1273,12.87272092
1274,8.384750564
1275,0.210322269
1276,12.54616134
1277,10.96552721
1278,16.35319221
1279,5.982996767
1280,6.665247709
1281,6.406375029
1282,9.990644168
1283,6.7462686
1284,4.156543475
1285,8.471731236
1286,6.241951824
1287,8.170226134
1288,8.567299565
1289,10.61700216
1290,8.106360286
1291,8.110686188
1292,7.495152989
1293,6.866344418
1294,7.686472215
1295,9.302178607
1296,8.792313142
1297,4.414994216
1298,7.354296501
1299,9.984960141
1300,6.724562152
1301,9.091820642
1302,10.15966516
1303,5.378331424
1304,2.855471186
1305,9.715115466
1306,11.40571213
1307,4.928452368
1308,12.81888058
1309,12.08048618
1310,4.413786225
1311,6.788117577
1312,6.679315053
1313,5.303751174
1314,9.826075152
1315,4.777145789
1316,2.505876768
1317,4.86541457
1318,1.679971165
1319,8.549169077
1320,10.14448752
1321,3.175038248
1322,0.591232391
1323,4.6292456
1324,0.933087218
1325,1.67130189
1326,7.897239482
1327,3.847762976
1328,2.291220563
1329,1.530942646
1330,7.612972637
1331,3.269151526
1332,9.30363426
1333,-0.49612476
1334,3.688140366
1335,4.090441645
1336,7.551738344
1337,6.291759654
1338,9.359302518
1339,6.822690806
1340,2.257444308
1341,3.629336756
1342,2.582447122
1343,11.4193401
1344,4.302975086
1345,7.450569105
1346,8.176538027
1347,0.78906191
1348,1.470192925
1349,0.090171674
1350,5.117206216
1351,7.295182897
1352,7.697594451
1353,9.418844522
1354,2.950292752
1355,5.997347115
1356,7.578473178
1357,2.447554168
1358,3.77225069
1359,10.49933253
1360,4.366317666
1361,1.300546759
1362,4.32916674
1363,4.594694525
1364,4.588504631
1365,3.114168496
1366,7.491062484
1367,6.995055809
1368,6.001595016
1369,2.710938431
1370,4.194407488
1371,10.46551634
1372,5.591406441
1373,6.784691465
1374,2.256970091
1375,2.843686908
1376,4.069121996
1377,2.158062687
1378,5.331256318
1379,2.648315999
1380,4.97007259
1381,4.966255533
1382,9.774060556
1383,8.223756332
1384,12.15446636
1385,7.383006794
1386,3.780012743
1387,7.484003749
1388,4.116973448
1389,2.658557558
1390,8.720899665
1391,5.062745922
1392,5.811127985
1393,3.322366552
1394,8.851686914
1395,6.635511717
1396,8.557502631
1397,5.399170672
1398,7.255448121
1399,10.19287779
1400,11.54577568
1401,8.200749011
1402,10.34628951
1403,11.80487116
1404,12.53765697
1405,10.15489365
1406,4.24444985
1407,5.915689822
1408,3.325666006
1409,9.212772424
1410,6.018190818
1411,13.18082943
1412,13.64307862
1413,4.548948718
1414,10.4510533
1415,18.07878451
1416,10.95978975
1417,8.829806327
1418,18.05359807
1419,12.3121221
1420,7.622622122
1421,11.33586768
1422,14.51660889
1423,5.028873215
1424,17.56502539
1425,5.553933125
1426,2.873923044
1427,2.722695911
1428,8.210983174
1429,10.48000655
1430,9.015551418
1431,6.802621513
1432,8.040958715
1433,9.256826548
1434,6.674373369
1435,15.23603244
1436,8.760034152
1437,14.2705738
1438,8.185386177
1439,13.88691209
1440,6.189419032
1441,3.354329359
1442,-0.62668308
1443,1.95098033
1444,35.97068835
1445,0.622953294
1446,9.719440822
1447,34.99280971
1448,9.627108212
1449,-0.106211533
1450,5.860854887
1451,3.527380272
1452,0.141538399
1453,11.49475846
1454,-2.362034186
1455,5.464340108
1456,-0.028616815
1457,-0.178096403
1458,7.004954097
1459,9.007224918
1460,12.44269439
1461,21.95671349
1462,10.99620847
1463,26.63129526
1464,25.21390823
1465,31.24372086
1466,5.909803599
1467,6.469224938
1468,4.250533132
1469,6.943768934
1470,25.64049702
1471,11.17564542
1472,15.88855507
1473,14.96986633
1474,14.29948996
1475,9.055737373
1476,11.15395079
1477,15.76111851
1478,11.09335141
1479,9.40458439
1480,9.036211117
1481,8.076193034
1482,13.90807872
1483,8.460231338
1484,10.4716925
1485,4.44121303
1486,10.18892574
1487,14.74775194
1488,14.78090239
1489,12.70678637
1490,13.77374055
1491,11.64823644
1492,12.40955937
1493,7.01916936
1494,8.823705394
1495,9.2225003
1496,15.46282203
1497,3.667151677
1498,13.80957123
1499,16.21501851
1500,13.80744454
1501,1.274503548
1502,4.748326492
1503,8.091544779
1504,10.08519467
1505,5.773937448
1506,3.274617293
1507,3.497245715
1508,1.043875917
1509,3.769270992
1510,3.872658683
1511,1.557453485
1512,0.61628864
1513,3.087117849
1514,4.032594631
1515,4.341481931
1516,3.008448136
1517,1.087229572
1518,-0.101437868
1519,3.894456315
1520,2.995286433
1521,1.003901179
1522,1.376282215
1523,12.27495823
1524,9.200661332
1525,1.564078735
1526,22.813294
1527,28.45047315
1528,4.55876009
1529,3.981618933
1530,4.752753429
1531,7.572439735
1532,2.574776804
1533,8.226916269
1534,1.624584999
1535,4.154523233
1536,2.709481545
1537,3.779611133
1538,2.100266836
1539,3.305907643
1540,7.934439392
1541,1.626431606
1542,2.33001231
1543,0.151205531
1544,5.048581386
1545,8.728981226
1546,2.393789163
1547,2.367702949
1548,3.076658472
1549,7.851617292
1550,5.136658877
1551,3.67045192
1552,6.900528503
1553,6.227564417
1554,4.704724869
1555,2.086049413
1556,7.53687965
1557,4.388452915
1558,4.445202408
1559,2.369063461
1560,3.476365934
1561,8.967778672
1562,2.60367598
1563,11.52015283
1564,1.853843978
1565,5.91363097
1566,0.005271966
1567,3.097824655
1568,7.831586124
1569,0.835045506
1570,3.080429185
1571,4.742062367
1572,2.978353209
1573,1.124470422
1574,0.415220243
1575,2.296137544
1576,9.777666088
1577,2.281945145
1578,1.949380872
1579,2.34946393
1580,3.133074767
1581,3.588023509
1582,4.515472695
1583,1.273859336
1584,6.384581515
1585,4.809282247
1586,4.931734153
1587,8.866781698
1588,2.37887222
1589,2.609034868
1590,0.285429829
1591,10.93374375
1592,8.241994281
1593,7.989572819
1594,4.738067154
1595,16.07329799
1596,1.070992989
1597,4.46607183
1598,4.529888904
1599,5.480878281
1600,7.709021265
1601,3.754479214
1602,7.786645296
1603,6.936062593
1604,8.036570188
1605,12.27676747
1606,2.738791753
1607,6.819909617
1608,6.941282655
1609,7.217111082
1610,16.14956563
1611,17.14118349
1612,9.707950826
1613,7.391047969
1614,2.056521923
1615,7.889068445
1616,4.417550713
1617,5.644401696
1618,4.066775085
1619,7.47848795
1620,8.072978358
1621,15.02070825
1622,14.69277477
1623,6.19593632
1624,10.24724757
1625,18.28470932
1626,3.042991986
1627,11.95964115
1628,13.53911345
1629,8.117393078
1630,15.99946692
1631,6.994406944
1632,9.581225328
1633,15.47511932
1634,-0.155946214
1635,12.90394803
1636,12.51960593
1637,11.65294319
1638,3.734861826
1639,13.68188051
1640,12.3810515
1641,6.01263964
1642,14.32593137
1643,6.996715414
1644,7.399083444
1645,13.81866344
1646,11.19315884
1647,17.87326423
1648,14.37690044
1649,10.4912992
1650,16.99245964
1651,5.574863946
1652,11.99780628
1653,6.691579219
1654,4.328944825
1655,6.308541787
1656,3.229340253
1657,6.05818926
1658,2.951707544
1659,4.728311162
1660,6.201953848
1661,9.417433413
1662,9.163833358
